age;marital;education;default;balance;housing;loan;contact;poutcome;class
23;single;secondary;no;922;no;no;cellular;failure;no
36;married;tertiary;no;0;no;no;cellular;other;no
53;married;secondary;no;65;no;no;cellular;failure;no
28;single;secondary;no;1925;no;no;cellular;failure;yes
38;married;secondary;no;6728;no;no;cellular;success;yes
72;married;secondary;no;1129;no;no;cellular;success;yes
29;single;secondary;no;265;yes;no;cellular;failure;yes
34;married;tertiary;no;69;no;yes;cellular;failure;yes
64;divorced;primary;no;1840;no;no;cellular;other;no
27;single;tertiary;no;567;no;no;cellular;success;yes
52;married;secondary;no;1797;yes;no;cellular;failure;no
77;married;primary;no;680;no;no;telephone;failure;no
35;single;secondary;no;204;yes;no;cellular;success;no
58;married;secondary;no;3399;no;no;telephone;success;yes
46;married;tertiary;no;31630;no;no;cellular;failure;no
25;single;secondary;no;304;no;no;cellular;success;no
22;single;tertiary;no;691;no;no;cellular;success;yes
33;married;tertiary;no;8023;no;no;cellular;failure;no
28;single;secondary;no;520;yes;no;cellular;failure;no
28;married;secondary;no;330;no;no;cellular;other;yes
60;divorced;tertiary;no;4;yes;no;cellular;failure;yes
29;single;secondary;no;1165;no;no;cellular;success;yes
36;divorced;tertiary;no;4708;no;no;cellular;failure;yes
68;married;tertiary;no;2820;no;no;cellular;failure;yes
48;married;tertiary;no;1147;no;no;cellular;success;yes
27;single;secondary;no;-46;yes;no;cellular;other;no
39;married;secondary;no;323;no;no;cellular;other;no
25;single;tertiary;no;1189;no;no;cellular;success;no
28;single;secondary;no;339;no;no;cellular;success;yes
29;single;tertiary;no;19;no;no;cellular;success;yes
49;married;tertiary;no;5887;no;no;cellular;success;yes
42;married;secondary;no;2913;no;no;cellular;success;no
43;single;tertiary;no;11891;no;no;cellular;success;yes
44;single;secondary;no;733;yes;no;cellular;success;yes
58;single;secondary;no;2223;no;no;cellular;success;no
27;single;secondary;no;91;no;no;telephone;other;no
38;married;secondary;no;5000;no;no;cellular;failure;no
39;married;tertiary;no;481;no;no;cellular;other;yes
31;married;secondary;no;389;yes;no;cellular;failure;no
42;single;secondary;no;684;no;no;cellular;success;no
42;married;tertiary;no;144;no;no;cellular;failure;no
32;single;secondary;no;8626;no;no;cellular;failure;no
29;single;secondary;no;314;no;no;cellular;failure;yes
52;married;primary;no;657;no;no;telephone;other;no
38;divorced;secondary;no;1190;yes;no;cellular;success;no
50;married;secondary;no;10250;yes;no;cellular;other;yes
29;single;tertiary;no;2489;yes;no;cellular;success;no
42;married;tertiary;no;254;no;no;cellular;success;yes
37;married;secondary;no;0;yes;no;cellular;success;yes
34;married;tertiary;no;250;no;no;cellular;other;no
53;single;secondary;no;1442;no;no;telephone;other;no
27;single;tertiary;no;1623;no;no;cellular;success;no
34;married;secondary;no;294;yes;no;cellular;success;yes
79;married;secondary;no;8304;no;no;cellular;success;yes
57;divorced;primary;no;698;no;no;telephone;failure;no
41;married;secondary;no;1077;yes;yes;telephone;failure;yes
32;divorced;tertiary;no;883;yes;no;cellular;other;yes
47;single;tertiary;no;4402;no;no;telephone;other;yes
22;single;tertiary;no;1258;no;no;cellular;failure;no
58;married;tertiary;no;256;no;no;cellular;success;yes
54;divorced;tertiary;no;380;no;yes;cellular;success;no
45;married;tertiary;no;1788;no;no;cellular;failure;no
72;married;primary;no;3856;no;no;cellular;other;yes
79;married;primary;no;3025;no;no;cellular;other;yes
40;single;tertiary;no;3797;no;no;cellular;failure;no
30;married;secondary;no;2326;no;no;cellular;failure;yes
41;single;tertiary;no;10346;no;no;cellular;success;no
35;married;tertiary;no;3402;no;no;cellular;failure;no
57;married;primary;no;592;no;yes;telephone;other;no
36;married;tertiary;no;925;no;no;cellular;success;yes
64;married;primary;no;67;no;no;telephone;failure;no
53;married;secondary;no;1796;no;no;telephone;failure;yes
29;single;secondary;no;459;no;no;cellular;other;yes
26;single;tertiary;no;12;no;no;cellular;success;no
29;single;tertiary;no;572;no;no;cellular;success;yes
45;married;tertiary;no;115;no;no;cellular;other;no
43;married;secondary;no;775;no;no;cellular;failure;no
57;married;secondary;no;5313;no;no;cellular;success;yes
46;married;tertiary;no;0;yes;no;cellular;failure;no
47;married;secondary;no;0;yes;no;cellular;failure;no
56;married;secondary;no;393;no;yes;cellular;failure;no
59;married;primary;no;8334;no;no;cellular;other;no
34;married;secondary;no;1337;no;no;cellular;success;yes
52;married;secondary;no;195;yes;no;cellular;failure;no
32;married;secondary;no;35;no;no;cellular;success;yes
31;single;tertiary;no;596;no;no;cellular;failure;no
27;single;secondary;no;538;no;no;cellular;success;yes
29;married;secondary;no;399;no;no;cellular;failure;no
50;married;tertiary;no;5108;yes;no;cellular;failure;yes
57;married;secondary;no;1841;no;no;cellular;success;no
60;married;secondary;no;294;no;no;telephone;success;no
44;married;secondary;no;1025;yes;no;cellular;failure;no
50;married;secondary;no;320;no;no;telephone;success;yes
44;married;secondary;no;132;no;no;cellular;success;no
39;single;secondary;no;804;no;no;cellular;success;no
32;single;secondary;no;131;yes;no;cellular;success;yes
59;married;primary;no;2074;no;no;cellular;success;yes
68;married;secondary;no;1443;no;no;telephone;success;yes
40;single;secondary;no;782;yes;no;cellular;failure;no
34;single;secondary;no;303;no;no;cellular;success;no
64;married;tertiary;no;661;no;no;cellular;failure;yes
49;married;secondary;no;905;no;no;cellular;failure;no
60;married;secondary;no;3735;no;no;cellular;success;yes
35;single;tertiary;no;538;no;no;cellular;other;yes
72;married;primary;no;4657;no;no;cellular;success;yes
30;married;primary;no;5;no;no;cellular;success;yes
32;married;tertiary;no;593;no;no;cellular;other;no
48;married;secondary;no;1559;no;no;cellular;failure;no
59;married;tertiary;no;2764;no;no;cellular;failure;no
43;married;tertiary;no;4216;no;no;cellular;success;yes
49;married;secondary;no;3570;no;no;cellular;failure;no
32;single;tertiary;no;623;no;no;telephone;failure;no
84;married;secondary;no;81204;no;no;telephone;other;yes
26;single;secondary;no;3145;no;no;cellular;other;yes
47;married;secondary;no;3519;no;yes;cellular;failure;no
43;married;tertiary;no;3518;no;no;cellular;success;yes
39;single;tertiary;no;25;yes;no;cellular;success;yes
27;single;secondary;no;1347;no;no;telephone;success;yes
28;single;tertiary;no;1840;no;no;cellular;other;no
35;single;tertiary;no;7546;yes;no;cellular;failure;no
38;married;secondary;no;11303;no;no;cellular;failure;yes
89;divorced;primary;no;1323;no;no;telephone;other;no
32;single;tertiary;no;718;yes;no;cellular;success;yes
32;married;secondary;no;914;no;no;cellular;success;no
23;single;secondary;no;870;no;no;cellular;success;yes
35;married;secondary;no;978;no;no;cellular;success;yes
27;married;secondary;no;1595;no;no;cellular;success;yes
36;married;tertiary;no;629;yes;yes;cellular;failure;no
61;married;secondary;no;544;no;no;cellular;success;yes
30;single;tertiary;no;2907;yes;no;cellular;failure;no
40;married;secondary;no;3126;yes;no;cellular;failure;no
50;divorced;tertiary;no;315;no;no;cellular;failure;no
27;single;secondary;no;302;no;no;cellular;success;no
25;single;secondary;no;139;no;yes;cellular;success;yes
57;married;secondary;no;1044;no;no;telephone;success;yes
55;married;secondary;no;1633;no;no;cellular;success;yes
33;married;tertiary;no;6513;yes;no;cellular;other;yes
29;single;secondary;no;102;no;no;cellular;failure;no
73;married;primary;no;1388;no;no;telephone;success;yes
70;married;primary;no;3230;no;no;cellular;failure;no
36;married;tertiary;no;93;no;no;cellular;other;no
35;single;secondary;no;4645;yes;no;cellular;other;no
67;married;primary;no;1430;no;no;cellular;failure;yes
65;married;tertiary;no;1097;no;no;cellular;other;no
29;single;tertiary;no;14;no;no;cellular;failure;no
67;married;primary;no;585;no;no;cellular;failure;no
53;divorced;tertiary;no;0;yes;yes;cellular;other;no
31;single;secondary;no;2544;no;no;cellular;success;yes
66;single;tertiary;no;0;no;no;cellular;failure;no
28;single;secondary;no;168;no;no;cellular;other;yes
49;married;tertiary;no;1093;yes;yes;cellular;success;yes
21;single;secondary;no;2488;no;no;telephone;success;yes
34;married;primary;no;6718;no;no;cellular;other;no
28;single;tertiary;no;1579;no;no;cellular;failure;yes
64;married;tertiary;no;2139;no;no;cellular;failure;no
62;married;tertiary;no;4692;yes;no;cellular;failure;no
31;married;tertiary;no;330;no;no;cellular;success;yes
40;married;tertiary;no;5142;no;no;cellular;failure;no
28;married;secondary;no;687;no;no;cellular;other;no
35;single;secondary;no;3816;no;no;cellular;other;no
29;single;tertiary;no;270;yes;no;cellular;failure;no
70;divorced;primary;no;482;no;no;telephone;success;yes
62;married;secondary;no;180;no;no;cellular;other;yes
59;married;primary;no;4198;no;no;cellular;success;yes
51;married;secondary;no;423;yes;yes;cellular;failure;no
50;married;tertiary;no;78;yes;no;cellular;other;no
48;married;secondary;no;817;no;no;cellular;success;yes
32;married;secondary;no;51;yes;yes;cellular;other;yes
49;married;primary;no;1569;no;no;cellular;other;no
36;divorced;secondary;no;592;no;no;cellular;success;no
33;single;secondary;no;133;no;no;cellular;success;yes
37;married;tertiary;no;11387;no;no;cellular;other;no
30;single;tertiary;no;536;no;no;cellular;success;yes
60;divorced;tertiary;no;979;yes;no;cellular;failure;yes
37;married;tertiary;no;0;no;no;cellular;other;yes
65;married;primary;no;2173;no;no;cellular;failure;no
26;single;secondary;no;1099;no;no;cellular;other;no
30;single;tertiary;no;720;no;no;cellular;other;yes
35;single;tertiary;no;1830;no;no;cellular;failure;no
28;married;tertiary;no;893;no;no;cellular;success;no
57;married;tertiary;no;1318;no;no;cellular;success;no
79;married;primary;no;8556;no;no;telephone;success;yes
64;married;secondary;no;588;no;no;cellular;failure;yes
42;married;secondary;no;994;yes;no;cellular;success;yes
47;married;secondary;no;820;no;no;cellular;success;yes
37;married;tertiary;no;539;no;no;cellular;failure;no
21;single;primary;no;423;no;no;telephone;success;yes
63;married;tertiary;no;1528;no;no;cellular;success;no
66;married;secondary;no;203;no;no;cellular;success;yes
19;single;primary;no;103;no;no;cellular;failure;no
46;single;secondary;no;1693;yes;no;cellular;success;no
76;married;tertiary;no;2991;no;no;cellular;success;no
61;married;secondary;no;86;no;no;cellular;success;yes
62;married;secondary;no;243;no;no;cellular;success;no
39;married;tertiary;no;1802;no;no;cellular;failure;no
37;single;tertiary;no;2163;no;no;cellular;failure;no
74;married;tertiary;no;2575;no;no;cellular;failure;no
32;single;tertiary;no;307;no;no;cellular;success;no
50;married;tertiary;no;5969;no;no;cellular;failure;yes
61;married;tertiary;no;13546;no;no;cellular;success;no
27;married;tertiary;no;2855;no;no;cellular;failure;yes
27;single;secondary;no;2015;no;no;cellular;other;no
30;single;secondary;no;323;no;no;cellular;failure;no
36;married;tertiary;no;203;no;no;cellular;success;yes
38;married;primary;no;7005;yes;no;cellular;success;yes
27;single;tertiary;no;689;no;no;cellular;failure;no
40;married;tertiary;no;1108;no;no;cellular;failure;no
77;married;secondary;no;4112;no;no;telephone;success;yes
74;married;secondary;no;935;no;no;cellular;other;no
68;single;tertiary;no;2144;no;no;cellular;success;yes
48;married;tertiary;no;1167;yes;yes;cellular;other;no
81;married;primary;no;243;no;no;cellular;success;yes
36;married;tertiary;no;6;yes;no;cellular;failure;no
38;single;secondary;no;0;no;no;cellular;success;no
48;divorced;secondary;no;1180;no;no;cellular;other;yes
52;married;secondary;no;992;yes;no;cellular;success;yes
38;divorced;secondary;no;70;no;no;cellular;success;yes
71;married;tertiary;no;353;no;no;cellular;failure;no
70;married;secondary;no;2626;no;no;telephone;success;no
69;divorced;secondary;no;4572;no;no;cellular;success;no
39;married;secondary;no;0;no;no;cellular;failure;yes
61;married;secondary;no;89;no;no;cellular;failure;no
36;single;tertiary;no;129;no;no;cellular;success;yes
33;single;tertiary;no;373;no;yes;cellular;failure;no
52;married;secondary;no;659;no;no;cellular;success;yes
66;married;primary;no;747;no;no;telephone;failure;no
38;single;tertiary;no;6889;yes;no;cellular;failure;no
32;single;tertiary;no;291;no;no;telephone;other;no
48;married;tertiary;no;3494;no;no;cellular;other;no
29;single;tertiary;no;187;yes;no;cellular;failure;no
35;married;secondary;no;481;yes;yes;telephone;other;no
80;married;primary;no;997;no;no;cellular;success;yes
31;single;tertiary;no;2017;yes;no;cellular;failure;no
33;married;tertiary;no;1699;no;no;cellular;success;yes
56;married;tertiary;no;1181;no;no;cellular;failure;yes
64;married;tertiary;no;3951;no;no;cellular;success;yes
54;married;secondary;no;0;no;no;cellular;failure;yes
52;married;tertiary;no;2557;no;no;cellular;success;yes
63;married;secondary;no;896;yes;no;cellular;other;no
50;married;tertiary;no;2366;no;no;cellular;other;yes
66;married;tertiary;no;1948;no;no;cellular;success;yes
31;single;tertiary;no;283;no;no;cellular;failure;no
82;divorced;primary;no;1381;no;no;cellular;failure;no
46;married;secondary;no;179;yes;no;cellular;other;no
28;single;secondary;no;261;yes;yes;cellular;success;yes
56;divorced;primary;no;694;no;no;cellular;other;yes
34;married;tertiary;no;5878;no;no;cellular;success;no
36;married;tertiary;no;202;no;no;cellular;failure;yes
26;single;secondary;no;338;no;no;cellular;success;no
54;single;secondary;no;1958;no;no;telephone;failure;no
32;divorced;tertiary;no;530;yes;no;cellular;failure;no
60;married;primary;no;5;no;no;cellular;success;yes
26;single;tertiary;no;592;no;no;telephone;other;no
20;single;primary;no;0;no;no;cellular;failure;no
29;married;secondary;no;1599;yes;no;cellular;failure;no
40;single;tertiary;no;257;no;no;cellular;failure;no
72;single;tertiary;no;1285;no;no;telephone;failure;no
36;single;tertiary;no;980;no;no;cellular;failure;no
65;married;tertiary;no;1973;no;no;telephone;success;no
60;married;tertiary;no;3401;no;no;cellular;success;no
37;single;tertiary;no;953;yes;no;cellular;failure;no
33;married;tertiary;no;62;yes;no;cellular;failure;no
66;married;primary;no;3629;no;no;cellular;other;yes
33;single;tertiary;no;685;yes;no;cellular;failure;no
31;single;secondary;no;523;no;yes;cellular;failure;no
65;married;primary;no;493;no;no;cellular;failure;no
56;married;secondary;no;1989;no;no;cellular;failure;yes
53;single;secondary;no;2398;yes;no;cellular;success;no
30;single;tertiary;no;4060;no;no;cellular;other;yes
33;married;secondary;no;303;yes;no;cellular;success;yes
34;divorced;secondary;no;661;yes;no;cellular;other;no
72;married;primary;no;2600;no;no;cellular;success;yes
44;married;tertiary;no;1818;yes;yes;cellular;failure;yes
37;single;secondary;no;728;no;no;cellular;other;yes
31;single;tertiary;no;302;no;no;cellular;success;yes
44;single;tertiary;no;678;no;no;cellular;other;no
52;married;secondary;no;955;no;yes;cellular;success;yes
34;married;secondary;no;0;yes;no;cellular;other;no
37;single;secondary;no;265;yes;yes;cellular;failure;yes
45;married;secondary;no;205;no;no;cellular;success;yes
37;married;tertiary;no;238;no;no;cellular;success;yes
68;married;tertiary;no;2812;no;no;cellular;failure;yes
36;married;tertiary;no;506;no;no;cellular;success;no
38;single;secondary;no;262;no;no;cellular;failure;yes
59;married;secondary;no;0;no;no;telephone;failure;no
74;married;primary;no;5539;no;no;cellular;success;no
55;divorced;tertiary;no;2037;no;no;cellular;success;yes
32;single;tertiary;no;0;no;no;cellular;failure;yes
62;married;secondary;no;569;no;no;cellular;success;yes
35;divorced;secondary;no;1085;no;no;cellular;other;yes
54;divorced;secondary;no;0;yes;yes;cellular;success;no
37;single;secondary;no;115;no;no;cellular;failure;no
55;married;secondary;no;602;no;no;cellular;success;yes
41;single;tertiary;no;1646;yes;no;cellular;success;yes
33;married;tertiary;no;0;yes;yes;cellular;other;no
30;married;tertiary;no;1019;no;no;cellular;other;no
35;single;tertiary;no;144;yes;yes;cellular;failure;no
28;single;tertiary;no;5474;no;no;cellular;success;no
35;single;tertiary;no;415;no;no;cellular;failure;yes
21;single;secondary;no;210;no;no;telephone;failure;no
80;married;secondary;no;2354;no;no;telephone;failure;yes
61;married;tertiary;no;175;no;no;telephone;success;no
38;married;secondary;no;318;no;no;cellular;failure;yes
63;married;secondary;no;2;no;no;cellular;success;no
48;married;secondary;no;1730;yes;no;cellular;failure;yes
76;married;tertiary;no;0;no;no;telephone;failure;no
28;single;secondary;no;1059;no;no;cellular;other;no
29;single;tertiary;no;1788;no;no;cellular;success;no
29;single;tertiary;no;308;no;no;cellular;failure;no
30;single;secondary;no;228;no;no;cellular;failure;no
33;single;tertiary;no;696;no;yes;cellular;failure;no
32;single;secondary;no;228;no;no;telephone;failure;no
34;single;tertiary;no;382;no;no;cellular;failure;no
76;married;secondary;no;2302;no;no;telephone;failure;no
34;married;tertiary;no;1778;no;no;cellular;success;no
36;single;tertiary;no;994;no;no;cellular;failure;yes
32;single;tertiary;no;3188;no;no;cellular;other;no
42;married;tertiary;no;1536;no;no;cellular;success;no
37;married;secondary;no;96;no;no;cellular;success;no
71;married;tertiary;no;4388;no;no;cellular;other;no
29;single;tertiary;no;19;no;no;cellular;success;yes
34;married;secondary;no;1221;yes;no;cellular;failure;no
25;single;tertiary;no;145;no;no;cellular;failure;no
32;married;tertiary;no;2976;yes;no;cellular;failure;yes
42;divorced;secondary;no;490;yes;no;cellular;failure;no
46;married;secondary;no;1144;yes;no;cellular;other;yes
23;single;tertiary;no;897;yes;no;cellular;failure;yes
84;divorced;primary;no;2619;no;no;telephone;failure;no
67;divorced;secondary;no;704;no;no;cellular;success;yes
34;married;secondary;no;3000;yes;yes;cellular;failure;no
30;married;tertiary;no;1996;no;no;cellular;other;yes
22;single;secondary;no;216;no;no;cellular;success;yes
24;married;secondary;no;556;yes;no;cellular;success;yes
53;married;secondary;no;4968;no;no;cellular;other;no
45;married;secondary;no;1206;no;no;telephone;failure;yes
39;married;tertiary;no;1301;no;no;cellular;failure;no
79;divorced;secondary;no;631;no;no;telephone;failure;no
35;married;tertiary;no;62;no;no;cellular;failure;yes
36;married;tertiary;no;1257;no;no;cellular;other;no
53;married;secondary;no;1228;yes;yes;cellular;success;no
33;married;secondary;no;1536;no;no;cellular;success;yes
60;married;secondary;no;824;yes;no;cellular;other;yes
24;single;tertiary;no;235;no;no;cellular;success;yes
65;married;tertiary;no;2331;no;no;telephone;success;yes
25;single;secondary;no;125;no;no;cellular;success;yes
58;married;secondary;no;7554;no;no;telephone;success;no
36;single;secondary;no;27;yes;no;cellular;success;yes
27;single;tertiary;no;390;no;no;cellular;failure;yes
32;single;tertiary;no;1527;yes;no;cellular;failure;no
35;single;secondary;no;-32;no;yes;cellular;failure;yes
39;single;tertiary;no;172;yes;no;cellular;failure;yes
53;married;secondary;no;10541;no;no;cellular;success;yes
23;single;secondary;no;480;no;no;cellular;failure;yes
34;married;secondary;no;2374;yes;no;cellular;success;yes
33;single;tertiary;no;935;no;no;cellular;success;yes
47;married;secondary;no;0;no;yes;cellular;other;no
52;married;secondary;no;94;no;no;cellular;success;yes
33;married;tertiary;no;22867;yes;no;cellular;success;no
42;single;tertiary;no;94;yes;no;cellular;success;no
55;divorced;secondary;no;3450;no;no;cellular;failure;yes
60;married;secondary;no;1853;no;no;cellular;success;yes
38;single;tertiary;no;3954;yes;no;cellular;failure;no
61;married;tertiary;no;2557;yes;no;cellular;success;yes
58;married;secondary;no;589;yes;no;cellular;success;yes
48;divorced;secondary;no;201;no;no;cellular;success;yes
35;married;tertiary;no;7050;no;no;cellular;success;yes
34;divorced;tertiary;no;2885;no;no;cellular;other;yes
58;married;secondary;no;2155;no;yes;cellular;success;yes
39;divorced;secondary;no;902;yes;no;cellular;failure;yes
70;married;primary;no;579;no;no;cellular;failure;no
44;married;tertiary;no;1791;no;no;cellular;success;yes
54;married;secondary;no;2206;no;no;cellular;success;yes
27;single;tertiary;no;5291;no;no;cellular;success;yes
33;married;secondary;no;1211;no;no;cellular;success;yes
77;married;secondary;no;638;no;no;cellular;success;yes
57;married;primary;no;501;yes;yes;cellular;failure;no
31;single;tertiary;no;533;no;no;cellular;success;yes
76;married;primary;no;3324;no;no;cellular;success;yes
75;married;secondary;no;6053;no;no;cellular;failure;no
28;married;secondary;no;61;yes;no;cellular;success;yes
35;married;tertiary;no;0;yes;no;cellular;success;yes
59;married;secondary;no;116;no;no;cellular;success;yes
42;married;secondary;no;413;yes;no;cellular;success;yes
35;single;tertiary;no;353;no;no;cellular;success;yes
44;single;secondary;no;451;no;no;cellular;success;no
60;married;secondary;no;523;no;no;cellular;success;yes
34;married;secondary;no;1454;yes;no;cellular;failure;yes
57;married;primary;no;9367;no;no;cellular;success;yes
75;married;secondary;no;291;no;no;cellular;failure;yes
64;married;tertiary;no;846;no;no;cellular;failure;yes
36;married;tertiary;no;341;no;no;cellular;success;yes
27;single;secondary;no;255;no;no;cellular;success;no
29;single;secondary;no;113;no;no;cellular;success;yes
34;single;tertiary;no;13014;no;no;cellular;success;yes
34;single;tertiary;no;417;yes;no;cellular;failure;no
41;married;tertiary;no;27696;no;no;cellular;success;yes
47;married;secondary;no;3715;no;no;cellular;other;yes
36;divorced;secondary;no;2843;no;no;cellular;success;no
32;married;secondary;no;3271;no;no;cellular;other;yes
51;married;tertiary;no;346;no;no;cellular;success;yes
34;married;tertiary;no;8000;no;no;cellular;failure;yes
21;single;secondary;no;123;no;no;telephone;success;yes
54;married;secondary;no;10185;no;no;cellular;success;yes
35;single;tertiary;no;992;yes;no;telephone;failure;no
29;single;tertiary;no;1026;no;no;cellular;success;yes
38;married;secondary;no;775;no;no;cellular;success;yes
48;married;secondary;no;926;no;no;cellular;success;yes
46;married;tertiary;no;349;no;no;cellular;failure;yes
32;married;secondary;no;484;yes;no;cellular;success;yes
37;married;tertiary;no;2987;yes;no;cellular;failure;yes
37;single;tertiary;no;197;no;no;cellular;success;yes
23;single;secondary;no;431;no;no;cellular;success;yes
58;married;secondary;no;169;no;no;cellular;success;yes
45;married;tertiary;no;226;yes;no;cellular;success;yes
47;single;tertiary;no;44;no;no;cellular;success;no
30;single;secondary;no;2424;no;no;cellular;success;yes
30;single;tertiary;no;41;yes;no;cellular;success;no
23;single;secondary;no;1234;no;no;cellular;success;yes
34;married;tertiary;no;271;yes;no;cellular;success;yes
77;married;primary;no;2590;no;no;telephone;success;no
61;divorced;tertiary;no;52587;no;no;cellular;success;yes
27;single;secondary;no;535;no;no;cellular;success;yes
50;married;secondary;no;5361;no;no;cellular;failure;no
58;married;tertiary;no;473;no;no;cellular;success;yes
52;married;secondary;no;195;yes;no;cellular;failure;yes
26;single;tertiary;no;3411;no;no;cellular;success;no
59;married;tertiary;no;2764;no;no;cellular;failure;no
64;married;secondary;no;1612;no;no;cellular;failure;no
38;divorced;secondary;no;407;yes;yes;cellular;failure;no
48;married;secondary;no;660;no;no;cellular;success;yes
35;single;tertiary;no;681;no;no;cellular;success;yes
66;married;secondary;no;2326;no;yes;cellular;success;yes
33;married;tertiary;no;2213;no;no;cellular;failure;no
52;married;secondary;no;961;no;yes;cellular;failure;yes
38;single;tertiary;no;455;yes;no;cellular;success;yes
59;married;tertiary;no;2013;no;no;cellular;success;yes
47;married;secondary;no;1568;yes;no;cellular;success;yes
48;married;tertiary;no;0;no;yes;cellular;success;yes
56;married;primary;no;16432;no;no;cellular;failure;no
60;divorced;secondary;no;1;no;no;cellular;success;yes
27;single;tertiary;no;5741;no;no;cellular;failure;no
59;divorced;secondary;no;7469;no;no;cellular;failure;no
39;single;tertiary;no;763;no;no;cellular;failure;yes
64;married;secondary;no;243;no;no;cellular;failure;no
55;divorced;secondary;no;2204;no;no;cellular;failure;yes
57;married;secondary;no;1686;no;no;telephone;failure;no
37;married;secondary;no;4321;no;no;cellular;failure;no
60;married;secondary;no;0;no;no;telephone;failure;no
23;single;secondary;no;381;no;no;cellular;other;yes
80;married;primary;no;0;no;no;cellular;failure;yes
29;single;secondary;no;67;no;no;cellular;success;yes
47;married;secondary;no;368;no;no;cellular;success;yes
45;single;tertiary;no;483;no;no;cellular;other;yes
35;married;tertiary;no;11219;no;no;cellular;failure;no
37;married;tertiary;no;7620;no;no;telephone;failure;yes
29;single;tertiary;no;805;no;no;cellular;failure;yes
40;single;tertiary;no;0;yes;no;cellular;failure;yes
33;single;tertiary;no;101;yes;no;cellular;other;no
35;single;tertiary;no;747;no;no;cellular;failure;no
43;married;tertiary;no;10072;no;no;cellular;failure;no
54;married;secondary;no;65;no;no;cellular;failure;no
20;single;secondary;no;215;no;no;cellular;success;yes
48;married;tertiary;no;5473;no;no;cellular;success;yes
38;single;secondary;no;711;yes;no;cellular;other;no
60;married;secondary;no;106;no;no;cellular;success;yes
70;married;primary;no;2346;no;no;cellular;failure;yes
52;married;secondary;no;196;yes;yes;cellular;failure;no
25;single;secondary;no;469;no;no;cellular;success;no
77;married;primary;no;680;no;no;telephone;failure;no
37;married;tertiary;no;255;no;no;cellular;success;yes
33;single;secondary;no;1852;no;no;telephone;other;no
71;married;tertiary;no;15265;no;no;cellular;failure;no
33;married;tertiary;no;8023;no;no;cellular;failure;no
63;married;secondary;no;973;no;no;cellular;success;yes
59;married;secondary;no;7766;yes;no;cellular;failure;yes
22;single;secondary;no;948;no;no;telephone;success;yes
30;single;secondary;no;48;no;no;cellular;success;yes
70;married;secondary;no;4;no;no;cellular;failure;no
36;single;tertiary;no;688;no;no;cellular;failure;no
24;single;secondary;no;486;no;no;cellular;other;no
52;married;secondary;no;117;no;no;cellular;success;yes
71;divorced;secondary;no;0;no;no;cellular;success;yes
33;married;tertiary;no;71;no;no;cellular;failure;yes
56;married;secondary;no;1938;no;yes;cellular;success;yes
37;married;tertiary;no;3654;no;no;cellular;other;no
30;single;tertiary;no;5359;no;no;cellular;success;yes
28;single;secondary;no;1925;no;no;cellular;success;no
48;married;secondary;no;3519;no;yes;cellular;failure;no
60;married;primary;no;211;no;no;cellular;failure;no
59;married;tertiary;no;315;no;no;cellular;failure;yes
37;married;tertiary;no;1113;no;no;cellular;success;yes
28;single;secondary;no;-46;yes;no;cellular;failure;yes
31;single;tertiary;no;4129;no;no;cellular;failure;no
36;single;secondary;no;1407;no;no;cellular;other;no
28;single;secondary;no;598;yes;no;cellular;failure;yes
26;single;secondary;no;162;yes;no;cellular;other;no
56;married;primary;no;1947;no;no;cellular;failure;yes
37;single;tertiary;no;1027;yes;no;cellular;success;yes
47;married;primary;no;235;no;no;cellular;other;yes
60;divorced;tertiary;no;2;no;no;cellular;other;yes
27;single;tertiary;no;311;no;no;telephone;other;yes
40;single;tertiary;no;7968;no;no;cellular;success;yes
25;single;secondary;no;154;no;no;cellular;failure;yes
29;single;tertiary;no;2489;yes;no;cellular;failure;yes
68;married;secondary;no;1146;no;no;cellular;success;yes
38;married;secondary;no;1559;no;no;cellular;failure;yes
34;married;secondary;no;5320;no;no;cellular;other;no
23;single;secondary;no;287;no;no;telephone;other;no
47;married;tertiary;no;0;yes;no;cellular;failure;no
32;single;tertiary;no;354;no;no;cellular;other;yes
32;married;tertiary;no;2667;yes;no;cellular;failure;yes
42;married;tertiary;no;144;no;no;cellular;failure;yes
39;married;tertiary;no;508;no;no;cellular;failure;no
26;single;tertiary;no;760;yes;no;cellular;success;yes
63;married;secondary;no;367;no;no;telephone;failure;no
73;single;secondary;no;1050;no;no;cellular;failure;yes
70;divorced;secondary;no;6850;no;no;telephone;failure;no
68;married;tertiary;no;2820;no;no;cellular;success;no
26;single;secondary;no;5296;no;no;cellular;failure;yes
33;married;tertiary;no;1390;no;no;cellular;failure;no
64;married;tertiary;no;1644;no;no;telephone;success;yes
26;single;tertiary;no;294;no;no;cellular;success;yes
27;single;secondary;no;3529;no;yes;cellular;failure;no
30;married;primary;no;201;yes;no;cellular;success;no
40;single;secondary;no;334;no;no;cellular;other;yes
64;married;secondary;no;1220;no;no;cellular;failure;no
36;married;secondary;no;52;yes;no;cellular;success;yes
33;divorced;tertiary;no;2240;no;no;cellular;success;yes
49;divorced;tertiary;no;3293;no;no;cellular;other;no
51;married;tertiary;no;2635;no;no;cellular;success;no
31;married;tertiary;no;1570;yes;no;cellular;failure;yes
59;married;secondary;no;957;no;no;cellular;success;yes
35;married;tertiary;no;2161;no;no;cellular;success;yes
31;single;tertiary;no;147;no;no;cellular;success;yes
